filename,width,height,class,xmin,ymin,xmax,ymax
ptf-124-_jpg.rf.124c6fc8dad435cb1e59bd70089c08ab.jpg,640,640,cavity,105,99,400,628
ptf-369-_jpg.rf.11c3657a599579ba321a77629f132406.jpg,640,640,Class 1- complete endodontic treatment,28,80,575,450
ptf-369-_jpg.rf.11c3657a599579ba321a77629f132406.jpg,640,640,cavity,7,261,519,622
ptf-359-_jpg.rf.111653b5f37716d093d18e5013e18b9e.jpg,640,640,Class 1- complete endodontic treatment,165,39,604,289
ptf-359-_jpg.rf.111653b5f37716d093d18e5013e18b9e.jpg,640,640,Class 1- complete endodontic treatment,93,202,585,492
ptf-287-_jpg.rf.10ff21cf36ebcc62c332be97b6296186.jpg,640,640,Class 2- incomplete endodontic treatment,125,179,581,420
ptf-112-_jpg.rf.125e5ab35b41f8a6f9fa380ad4f35de3.jpg,640,640,Class 0- No endodontic treatment,174,17,554,583
ptf-216-_jpg.rf.11486b57173f80e5fb5db111ff9c8462.jpg,640,640,Class 0- No endodontic treatment,83,71,609,614
ptf-248-_jpg.rf.13e134b61b353f741407f11013783b4a.jpg,640,640,Class 1- complete endodontic treatment,53,0,249,355
ptf-248-_jpg.rf.13e134b61b353f741407f11013783b4a.jpg,640,640,cavity,148,41,545,418
ptf-403-_jpg.rf.138d9e801c6e429380079e19f8c49a0d.jpg,640,640,Class 1- complete endodontic treatment,49,132,573,451
ptf-311-_jpg.rf.1657cfe114848782ad931bc94c3e2ef7.jpg,640,640,Class 0- No endodontic treatment,144,23,599,220
ptf-311-_jpg.rf.1657cfe114848782ad931bc94c3e2ef7.jpg,640,640,Class 1- complete endodontic treatment,44,138,441,349
ptf-90-_jpg.rf.14c251ad48e933942e0495bf2ae681ba.jpg,640,640,Class 1- complete endodontic treatment,84,17,519,560
ptf-238-_jpg.rf.15af52f1d73631539b8932a013dfcb6b.jpg,640,640,Class 2- incomplete endodontic treatment,279,66,632,616
ptf-38-_jpg.rf.14414f0492d23ffeb3dc9cd46b48e342.jpg,640,640,Class 0- No endodontic treatment,47,185,401,596
ptf-38-_jpg.rf.14414f0492d23ffeb3dc9cd46b48e342.jpg,640,640,cavity,387,109,614,621
ptf-54-_jpg.rf.13fe569334635ccc16f07d40858f0e4b.jpg,640,640,Class 0- No endodontic treatment,124,6,461,550
ptf-309-_jpg.rf.1e854b64eda1d1a6370c5f3f2bbcc8b7.jpg,640,640,Class 0- No endodontic treatment,81,7,563,350
ptf-309-_jpg.rf.1e854b64eda1d1a6370c5f3f2bbcc8b7.jpg,640,640,Class 2- incomplete endodontic treatment,18,335,484,623
ptf-275-_jpg.rf.1959c973ad29b9d6f8cb63afb62de756.jpg,640,640,Class 2- incomplete endodontic treatment,190,21,637,352
ptf-275-_jpg.rf.1959c973ad29b9d6f8cb63afb62de756.jpg,640,640,Class 2- incomplete endodontic treatment,127,265,587,639
ptf-85-_jpg.rf.1c67fb2555586133e6f0da623aea644b.jpg,640,640,Class 1- complete endodontic treatment,166,48,419,613
ptf-85-_jpg.rf.1c67fb2555586133e6f0da623aea644b.jpg,640,640,cavity,386,84,627,584
ptf-148-_jpg.rf.1fc9529169f1422da1dfbfec50f8b70c.jpg,640,640,Class 0- No endodontic treatment,150,25,524,599
ptf-148-_jpg.rf.1fc9529169f1422da1dfbfec50f8b70c.jpg,640,640,cavity,1,17,184,629
ptf-333-_jpg.rf.1cdd34d31e0fdbed9da6aa2e4be61495.jpg,640,640,Class 2- incomplete endodontic treatment,118,289,386,424
ptf-333-_jpg.rf.1cdd34d31e0fdbed9da6aa2e4be61495.jpg,640,640,Class 2- incomplete endodontic treatment,210,33,334,150
ptf-333-_jpg.rf.1cdd34d31e0fdbed9da6aa2e4be61495.jpg,640,640,Class 0- No endodontic treatment,102,361,360,491
ptf-228-_jpg.rf.1e96efc817f7a0127ae0a7cceefd64aa.jpg,640,640,Class 2- incomplete endodontic treatment,326,287,610,561
ptf-228-_jpg.rf.1e96efc817f7a0127ae0a7cceefd64aa.jpg,640,640,Class 2- incomplete endodontic treatment,281,98,406,305
ptf-228-_jpg.rf.1e96efc817f7a0127ae0a7cceefd64aa.jpg,640,640,Class 2- incomplete endodontic treatment,387,68,528,276
ptf-228-_jpg.rf.1e96efc817f7a0127ae0a7cceefd64aa.jpg,640,640,cavity,63,348,179,584
ptf-47-_jpg.rf.1e7e7bb546bc98433e93de6a5ee23644.jpg,640,640,Class 0- No endodontic treatment,7,81,241,566
ptf-47-_jpg.rf.1e7e7bb546bc98433e93de6a5ee23644.jpg,640,640,Class 0- No endodontic treatment,244,48,468,574
ptf-187-_jpg.rf.1edf019343d2e8dd94ace21c1cb55e63.jpg,640,640,Class 1- complete endodontic treatment,45,196,160,402
ptf-187-_jpg.rf.1edf019343d2e8dd94ace21c1cb55e63.jpg,640,640,Class 0- No endodontic treatment,241,218,377,414
ptf-187-_jpg.rf.1edf019343d2e8dd94ace21c1cb55e63.jpg,640,640,Class 0- No endodontic treatment,418,233,503,441
ptf-187-_jpg.rf.1edf019343d2e8dd94ace21c1cb55e63.jpg,640,640,Class 1- complete endodontic treatment,529,257,624,467
ptf-187-_jpg.rf.1edf019343d2e8dd94ace21c1cb55e63.jpg,640,640,cavity,72,394,272,602
ptf-187-_jpg.rf.1edf019343d2e8dd94ace21c1cb55e63.jpg,640,640,cavity,290,421,528,623
ptf-50-_jpg.rf.266b0db8e107aa2a8c27d3fd6bca04fa.jpg,640,640,Class 0- No endodontic treatment,92,70,483,624
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,640,640,Class 0- No endodontic treatment,94,347,177,516
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,640,640,Class 0- No endodontic treatment,385,379,469,537
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,640,640,cavity,14,330,104,478
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,640,640,cavity,170,366,321,531
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,640,640,cavity,309,378,382,517
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,640,640,cavity,420,207,491,371
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,640,640,cavity,197,221,268,366
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,640,640,cavity,256,217,448,362
ptf-94-_jpg.rf.2204a72e4d779cbf77c6b0929e72806a.jpg,640,640,Class 1- complete endodontic treatment,74,33,626,554
ptf-24-_jpg.rf.0df1cfc96bfcbe086c40dc3de10bba8d.jpg,640,640,Class 0- No endodontic treatment,126,202,517,555
ptf-109-_jpg.rf.25c8a02ed808e9ff10b2b61da7bbc73d.jpg,640,640,Class 0- No endodontic treatment,218,4,640,578
ptf-109-_jpg.rf.25c8a02ed808e9ff10b2b61da7bbc73d.jpg,640,640,cavity,4,70,328,629
ptf-312-_jpg.rf.15eeabafc37d4a539d2cd000f31c9d84.jpg,640,640,Class 0- No endodontic treatment,421,144,618,599
ptf-312-_jpg.rf.15eeabafc37d4a539d2cd000f31c9d84.jpg,640,640,Class 1- complete endodontic treatment,291,44,502,441
ptf-164-_jpg.rf.28c835383ceca6a13fb5857a29e7014d.jpg,640,640,Class 0- No endodontic treatment,156,42,499,517
ptf-236-_jpg.rf.2559676b7c9cc6855f6d625b9603372e.jpg,640,640,Class 2- incomplete endodontic treatment,205,342,346,574
ptf-236-_jpg.rf.2559676b7c9cc6855f6d625b9603372e.jpg,640,640,cavity,53,302,222,548
ptf-39-_jpg.rf.20c9a73d756103bc6ec5deb9b7683fa1.jpg,640,640,Class 0- No endodontic treatment,100,165,592,626
ptf-351-_jpg.rf.29a6f18b7aaa2802dcec532bbffc2380.jpg,640,640,Class 1- complete endodontic treatment,283,68,473,195
ptf-351-_jpg.rf.29a6f18b7aaa2802dcec532bbffc2380.jpg,640,640,Class 0- No endodontic treatment,233,239,419,383
ptf-351-_jpg.rf.29a6f18b7aaa2802dcec532bbffc2380.jpg,640,640,Class 0- No endodontic treatment,187,391,373,492
ptf-351-_jpg.rf.29a6f18b7aaa2802dcec532bbffc2380.jpg,640,640,Class 1- complete endodontic treatment,144,485,332,595
ptf-351-_jpg.rf.29a6f18b7aaa2802dcec532bbffc2380.jpg,640,640,cavity,99,67,307,269
ptf-351-_jpg.rf.29a6f18b7aaa2802dcec532bbffc2380.jpg,640,640,cavity,34,257,244,491
ptf-40-_jpg.rf.295537c3ca3d2fb8939d0bfb6a139bb7.jpg,640,640,Class 0- No endodontic treatment,106,136,613,594
ptf-234-_jpg.rf.2a82b7d6b81aa24a2970eda0da62f4c5.jpg,640,640,Class 2- incomplete endodontic treatment,208,277,385,531
ptf-247-_jpg.rf.267e78a669e83fe0a0cfe72a535014cf.jpg,640,640,Class 1- complete endodontic treatment,0,391,355,587
ptf-247-_jpg.rf.267e78a669e83fe0a0cfe72a535014cf.jpg,640,640,cavity,41,95,418,492
ptf-424-_jpg.rf.2b9b362d476071abcbd3da1ccc5f5189.jpg,640,640,Class 1- complete endodontic treatment,294,65,471,274
ptf-424-_jpg.rf.2b9b362d476071abcbd3da1ccc5f5189.jpg,640,640,Class 0- No endodontic treatment,232,32,349,242
ptf-23-_jpg.rf.2f64558ab0e43872be74d6bdaba55aea.jpg,640,640,Class 1- complete endodontic treatment,106,124,516,520
ptf-323-_jpg.rf.2ec7b447427711f04864f734e08df8ea.jpg,640,640,Class 2- incomplete endodontic treatment,130,95,589,516
ptf-222-_jpg.rf.2e0b236673a83d07bed0ffebd0b83bd3.jpg,640,640,Class 1- complete endodontic treatment,162,234,281,463
ptf-222-_jpg.rf.2e0b236673a83d07bed0ffebd0b83bd3.jpg,640,640,Class 1- complete endodontic treatment,266,226,393,445
ptf-222-_jpg.rf.2e0b236673a83d07bed0ffebd0b83bd3.jpg,640,640,Class 1- complete endodontic treatment,373,216,492,445
ptf-222-_jpg.rf.2e0b236673a83d07bed0ffebd0b83bd3.jpg,640,640,Class 1- complete endodontic treatment,476,228,591,440
ptf-422-_jpg.rf.29fda94cfbffe46dfc7328a399593f6e.jpg,640,640,Class 2- incomplete endodontic treatment,1,119,520,625
ptf-350-_jpg.rf.2f2944ee3e42c7d4a88504d42221c7e4.jpg,640,640,Class 1- complete endodontic treatment,75,149,497,615
ptf-46-_jpg.rf.2fc8545972081d4d769cb9101a394c85.jpg,640,640,Class 1- complete endodontic treatment,232,87,486,597
ptf-46-_jpg.rf.2fc8545972081d4d769cb9101a394c85.jpg,640,640,Class 0- No endodontic treatment,7,75,249,533
ptf-298-_jpg.rf.2ead59ccba51e8be4769533e471eb798.jpg,640,640,Class 1- complete endodontic treatment,62,31,567,610
ptf-420-_jpg.rf.30d691667a5a6c147b780e66e7337450.jpg,640,640,Class 1- complete endodontic treatment,58,82,397,471
ptf-420-_jpg.rf.30d691667a5a6c147b780e66e7337450.jpg,640,640,cavity,329,116,631,570
ptf-212-_jpg.rf.32d5a675f8a18ef68eb3c214238116b8.jpg,640,640,Class 0- No endodontic treatment,65,36,606,583
ptf-100-_jpg.rf.34e56112b0b5aeb5ad6f94a834f20111.jpg,640,640,Class 0- No endodontic treatment,155,48,529,601
ptf-349-_jpg.rf.3019dcebc5d8811355a382ca64cd9669.jpg,640,640,Class 1- complete endodontic treatment,149,143,615,565
ptf-325-_jpg.rf.382af71590d5190e47f85608a91bfb7f.jpg,640,640,Class 1- complete endodontic treatment,351,227,582,353
ptf-325-_jpg.rf.382af71590d5190e47f85608a91bfb7f.jpg,640,640,Class 2- incomplete endodontic treatment,301,387,519,537
ptf-325-_jpg.rf.382af71590d5190e47f85608a91bfb7f.jpg,640,640,cavity,331,289,544,440
ptf-325-_jpg.rf.382af71590d5190e47f85608a91bfb7f.jpg,640,640,cavity,90,221,344,397
ptf-325-_jpg.rf.382af71590d5190e47f85608a91bfb7f.jpg,640,640,cavity,91,429,337,599
ptf-156-_jpg.rf.37e30534e1409817fb440bbd0de28857.jpg,640,640,Class 1- complete endodontic treatment,92,16,558,541
ptf-102-_jpg.rf.365af9581385ec15011a4e229ae5946b.jpg,640,640,Class 0- No endodontic treatment,96,1,602,575
ptf-268-_jpg.rf.36c394846cece51945d627a63b7f1dff.jpg,640,640,cavity,470,151,570,400
ptf-268-_jpg.rf.36c394846cece51945d627a63b7f1dff.jpg,640,640,Class 2- incomplete endodontic treatment,89,101,222,334
ptf-268-_jpg.rf.36c394846cece51945d627a63b7f1dff.jpg,640,640,Class 2- incomplete endodontic treatment,151,305,271,506
ptf-268-_jpg.rf.36c394846cece51945d627a63b7f1dff.jpg,640,640,Class 1- complete endodontic treatment,325,289,448,525
ptf-268-_jpg.rf.36c394846cece51945d627a63b7f1dff.jpg,640,640,Class 2- incomplete endodontic treatment,273,296,361,488
ptf-166-_jpg.rf.36d1f1eeaddf694ef36253dc16856aec.jpg,640,640,Class 0- No endodontic treatment,139,19,585,504
ptf-161-_jpg.rf.37ccb9af67cce0622a18440260ef7414.jpg,640,640,Class 0- No endodontic treatment,220,59,490,625
ptf-336-_jpg.rf.30f1bf0917dc9b692dfd15b40a368ec6.jpg,640,640,Class 1- complete endodontic treatment,91,42,549,549
ptf-35-_jpg.rf.324e18be5044a1557999028bb220f079.jpg,640,640,Class 0- No endodontic treatment,26,118,428,586
ptf-289-_jpg.rf.3e01b7931aff74d71ad799435aff9a3b.jpg,640,640,Class 2- incomplete endodontic treatment,35,222,458,486
ptf-289-_jpg.rf.3e01b7931aff74d71ad799435aff9a3b.jpg,640,640,Class 2- incomplete endodontic treatment,33,64,526,389
ptf-269-_jpg.rf.231618e6fa0e128f7c078bddc45e2238.jpg,640,640,Class 0- No endodontic treatment,202,68,481,186
ptf-269-_jpg.rf.231618e6fa0e128f7c078bddc45e2238.jpg,640,640,Class 1- complete endodontic treatment,175,144,410,244
ptf-269-_jpg.rf.231618e6fa0e128f7c078bddc45e2238.jpg,640,640,Class 0- No endodontic treatment,108,201,352,278
ptf-269-_jpg.rf.231618e6fa0e128f7c078bddc45e2238.jpg,640,640,Class 0- No endodontic treatment,30,418,300,536
ptf-269-_jpg.rf.231618e6fa0e128f7c078bddc45e2238.jpg,640,640,Class 1- complete endodontic treatment,287,440,511,571
ptf-269-_jpg.rf.231618e6fa0e128f7c078bddc45e2238.jpg,640,640,cavity,396,291,553,392
ptf-269-_jpg.rf.231618e6fa0e128f7c078bddc45e2238.jpg,640,640,cavity,97,275,330,415
ptf-13-_jpg.rf.3d876623f03f06c366f93569aeffc423.jpg,640,640,Class 1- complete endodontic treatment,262,147,592,550
ptf-13-_jpg.rf.3d876623f03f06c366f93569aeffc423.jpg,640,640,cavity,5,90,283,589
ptf-71-_jpg.rf.3a28b3eb63195cbda894b21702d1e5b0.jpg,640,640,Class 0- No endodontic treatment,68,40,441,606
ptf-371-_jpg.rf.41459a09bbca1fff51516786876e2ffc.jpg,640,640,Class 1- complete endodontic treatment,54,287,363,553
ptf-344-_jpg.rf.46209bc2a1481ed8b4c44bf1b408e5db.jpg,640,640,Class 1- complete endodontic treatment,18,80,564,604
ptf-288-_jpg.rf.38d3c21dcb33472edf4c43896655f4f1.jpg,640,640,Class 2- incomplete endodontic treatment,220,125,462,581
ptf-237-_jpg.rf.3cf1604f68afba09af2e3686f0eb9614.jpg,640,640,Class 2- incomplete endodontic treatment,315,305,572,549
ptf-224-_jpg.rf.3834059fe9a9617e194a878a67307fec.jpg,640,640,Class 0- No endodontic treatment,197,143,417,601
ptf-224-_jpg.rf.3834059fe9a9617e194a878a67307fec.jpg,640,640,Class 0- No endodontic treatment,390,116,593,590
ptf-300-_jpg.rf.3e54b020a5143dc82d31f4a13d1182ed.jpg,640,640,Class 2- incomplete endodontic treatment,187,102,335,390
ptf-300-_jpg.rf.3e54b020a5143dc82d31f4a13d1182ed.jpg,640,640,Class 2- incomplete endodontic treatment,81,62,244,388
ptf-300-_jpg.rf.3e54b020a5143dc82d31f4a13d1182ed.jpg,640,640,cavity,382,110,586,503
ptf-300-_jpg.rf.3e54b020a5143dc82d31f4a13d1182ed.jpg,640,640,Class 2- incomplete endodontic treatment,291,111,455,423
ptf-87-_jpg.rf.4042384de03535bc6163c5d78a9648ae.jpg,640,640,Class 0- No endodontic treatment,83,9,591,616
ptf-285-_jpg.rf.34682f44446f9e87e591b2ceaa797b9e.jpg,640,640,Class 2- incomplete endodontic treatment,31,91,554,529
ptf-167-_jpg.rf.4738f9c7f0f3ae012d880d6032f6d823.jpg,640,640,Class 1- complete endodontic treatment,141,9,552,482
ptf-418-_jpg.rf.4dc469bd8cea54543c044d2e2aa7297e.jpg,640,640,Class 1- complete endodontic treatment,143,32,436,494
ptf-421-_jpg.rf.4be0df11b1dd2b327cded5647fb5fd1a.jpg,640,640,Class 2- incomplete endodontic treatment,119,119,625,639
ptf-293-_jpg.rf.4ef0026ef49c930e9f3159eda3bee3a7.jpg,640,640,Class 1- complete endodontic treatment,97,92,615,570
ptf-72-_jpg.rf.3b4e9082177b3c8b2706448107cc0302.jpg,640,640,Class 1- complete endodontic treatment,134,34,482,629
ptf-306-_jpg.rf.4a5e2279a6478c09f63b99e29f4e444c.jpg,640,640,Class 2- incomplete endodontic treatment,282,107,634,627
ptf-306-_jpg.rf.4a5e2279a6478c09f63b99e29f4e444c.jpg,640,640,Class 2- incomplete endodontic treatment,0,123,378,585
ptf-6-_jpg.rf.4fb42d730c6882b54e2d344df0160a49.jpg,640,640,Class 2- incomplete endodontic treatment,163,182,340,536
ptf-154-_jpg.rf.3f1b65ee8e1d8ba2024f32131251764f.jpg,640,640,Class 1- complete endodontic treatment,182,2,479,640
ptf-154-_jpg.rf.3f1b65ee8e1d8ba2024f32131251764f.jpg,640,640,Class 1- complete endodontic treatment,436,245,640,640
ptf-154-_jpg.rf.3f1b65ee8e1d8ba2024f32131251764f.jpg,640,640,Class 1- complete endodontic treatment,4,112,277,628
ptf-393-_jpg.rf.4ab4d541a742fc03723ce225d375c7d5.jpg,640,640,Class 1- complete endodontic treatment,1,67,450,600
ptf-408-_jpg.rf.4ece7c08ee7aa39531f1e0f5c9969488.jpg,640,640,Class 2- incomplete endodontic treatment,142,67,608,604
ptf-340-_jpg.rf.523543c07f9c1e904df67efac287758b.jpg,640,640,Class 1- complete endodontic treatment,94,21,454,592
ptf-382-_jpg.rf.5d805ecd9bb63480da4e09c1269d108c.jpg,640,640,Class 2- incomplete endodontic treatment,461,212,525,330
ptf-382-_jpg.rf.5d805ecd9bb63480da4e09c1269d108c.jpg,640,640,Class 2- incomplete endodontic treatment,422,192,479,298
ptf-382-_jpg.rf.5d805ecd9bb63480da4e09c1269d108c.jpg,640,640,Class 1- complete endodontic treatment,383,177,442,275
ptf-382-_jpg.rf.5d805ecd9bb63480da4e09c1269d108c.jpg,640,640,Class 1- complete endodontic treatment,187,138,243,230
ptf-382-_jpg.rf.5d805ecd9bb63480da4e09c1269d108c.jpg,640,640,Class 0- No endodontic treatment,356,317,447,412
ptf-382-_jpg.rf.5d805ecd9bb63480da4e09c1269d108c.jpg,640,640,cavity,253,150,385,290
ptf-382-_jpg.rf.5d805ecd9bb63480da4e09c1269d108c.jpg,640,640,cavity,242,260,339,368
ptf-337-_jpg.rf.589f5e14947299afd9ba95d3d98c8744.jpg,640,640,Class 1- complete endodontic treatment,196,158,304,227
ptf-337-_jpg.rf.589f5e14947299afd9ba95d3d98c8744.jpg,640,640,cavity,179,215,285,272
ptf-337-_jpg.rf.589f5e14947299afd9ba95d3d98c8744.jpg,640,640,Class 1- complete endodontic treatment,147,444,247,516
ptf-95-_jpg.rf.5a84955f72df84c9ba9c086ee1bcd49e.jpg,640,640,Class 0- No endodontic treatment,370,75,625,614
ptf-95-_jpg.rf.5a84955f72df84c9ba9c086ee1bcd49e.jpg,640,640,cavity,90,66,385,606
ptf-375-_jpg.rf.5bd3dac05ed1bf73a67127a3361f61f3.jpg,640,640,Class 2- incomplete endodontic treatment,22,243,542,624
ptf-419-_jpg.rf.562e34e2d887b8607264634fccffde13.jpg,640,640,Class 1- complete endodontic treatment,82,243,471,582
ptf-419-_jpg.rf.562e34e2d887b8607264634fccffde13.jpg,640,640,cavity,116,9,570,310
ptf-140-_jpg.rf.55ae7e56ce5dddf3d1c762394926eb42.jpg,640,640,Class 0- No endodontic treatment,220,106,521,546
ptf-189-_jpg.rf.61b5d5618a7c95c6c7267c64b0c70fbb.jpg,640,640,Class 1- complete endodontic treatment,88,22,367,632
ptf-189-_jpg.rf.61b5d5618a7c95c6c7267c64b0c70fbb.jpg,640,640,cavity,253,22,606,579
ptf-141-_jpg.rf.526889dfc8631936d2c2f0ff054cfbef.jpg,640,640,Class 0- No endodontic treatment,80,9,278,551
ptf-141-_jpg.rf.526889dfc8631936d2c2f0ff054cfbef.jpg,640,640,Class 0- No endodontic treatment,225,42,493,640
ptf-304-_jpg.rf.4a316d33f86d7832be5de731aa5c102e.jpg,640,640,cavity,322,145,381,302
ptf-304-_jpg.rf.4a316d33f86d7832be5de731aa5c102e.jpg,640,640,Class 1- complete endodontic treatment,250,124,344,293
ptf-304-_jpg.rf.4a316d33f86d7832be5de731aa5c102e.jpg,640,640,Class 1- complete endodontic treatment,194,87,275,236
ptf-304-_jpg.rf.4a316d33f86d7832be5de731aa5c102e.jpg,640,640,Class 2- incomplete endodontic treatment,26,146,118,377
ptf-304-_jpg.rf.4a316d33f86d7832be5de731aa5c102e.jpg,640,640,Class 1- complete endodontic treatment,64,179,178,387
ptf-304-_jpg.rf.4a316d33f86d7832be5de731aa5c102e.jpg,640,640,Class 2- incomplete endodontic treatment,459,284,594,467
ptf-271-_jpg.rf.555dba841c1cdc1848e3596e072152f8.jpg,640,640,Class 1- complete endodontic treatment,29,188,582,579
ptf-271-_jpg.rf.555dba841c1cdc1848e3596e072152f8.jpg,640,640,cavity,138,17,612,287
ptf-79-_jpg.rf.3a45aa49a6d4d047d07b924e2a123119.jpg,640,640,Class 0- No endodontic treatment,68,27,613,619
ptf-315-_jpg.rf.5e7a7f8bb178d397f760579913b18829.jpg,640,640,Class 1- complete endodontic treatment,63,51,600,531
ptf-315-_jpg.rf.5e7a7f8bb178d397f760579913b18829.jpg,640,640,cavity,14,410,528,630
ptf-251-_jpg.rf.500e317b0bb694b24ae1a7f089a9289e.jpg,640,640,Class 2- incomplete endodontic treatment,59,193,557,475
ptf-251-_jpg.rf.500e317b0bb694b24ae1a7f089a9289e.jpg,640,640,Class 1- complete endodontic treatment,26,310,566,638
ptf-299-_jpg.rf.5e55a19710c806191574bd5a2ce4a42b.jpg,640,640,Class 2- incomplete endodontic treatment,102,306,390,454
ptf-299-_jpg.rf.5e55a19710c806191574bd5a2ce4a42b.jpg,640,640,Class 2- incomplete endodontic treatment,62,397,388,560
ptf-299-_jpg.rf.5e55a19710c806191574bd5a2ce4a42b.jpg,640,640,cavity,110,55,503,259
ptf-299-_jpg.rf.5e55a19710c806191574bd5a2ce4a42b.jpg,640,640,Class 2- incomplete endodontic treatment,111,185,423,349
ptf-55-_jpg.rf.6aa4a2d182a625f131d21aafe4843bca.jpg,640,640,Class 0- No endodontic treatment,396,39,597,573
ptf-55-_jpg.rf.6aa4a2d182a625f131d21aafe4843bca.jpg,640,640,cavity,20,24,249,571
ptf-257-_jpg.rf.6223fa050bd531612ed73e08d24638ac.jpg,640,640,Class 2- incomplete endodontic treatment,122,48,327,182
ptf-257-_jpg.rf.6223fa050bd531612ed73e08d24638ac.jpg,640,640,cavity,168,181,305,254
ptf-257-_jpg.rf.6223fa050bd531612ed73e08d24638ac.jpg,640,640,Class 2- incomplete endodontic treatment,70,284,278,457
ptf-257-_jpg.rf.6223fa050bd531612ed73e08d24638ac.jpg,640,640,Class 2- incomplete endodontic treatment,244,396,397,486
ptf-257-_jpg.rf.6223fa050bd531612ed73e08d24638ac.jpg,640,640,Class 2- incomplete endodontic treatment,268,326,418,452
ptf-257-_jpg.rf.6223fa050bd531612ed73e08d24638ac.jpg,640,640,Class 1- complete endodontic treatment,291,279,435,366
ptf-257-_jpg.rf.6223fa050bd531612ed73e08d24638ac.jpg,640,640,cavity,208,483,388,579
ptf-129-_jpg.rf.6ab033af1fa79692a1b5e3f25dec70ca.jpg,640,640,Class 1- complete endodontic treatment,457,406,546,580
ptf-129-_jpg.rf.6ab033af1fa79692a1b5e3f25dec70ca.jpg,640,640,Class 2- incomplete endodontic treatment,463,226,554,409
ptf-129-_jpg.rf.6ab033af1fa79692a1b5e3f25dec70ca.jpg,640,640,Class 1- complete endodontic treatment,155,382,222,577
ptf-129-_jpg.rf.6ab033af1fa79692a1b5e3f25dec70ca.jpg,640,640,Class 1- complete endodontic treatment,349,196,390,392
ptf-387-_jpg.rf.6870eb8e8e3b99a7a14583aa5b6ee69f.jpg,640,640,Class 2- incomplete endodontic treatment,86,136,584,575
ptf-267-_jpg.rf.6ada49df951822db31cc50769fdf1666.jpg,640,640,cavity,152,70,400,171
ptf-267-_jpg.rf.6ada49df951822db31cc50769fdf1666.jpg,640,640,Class 2- incomplete endodontic treatment,101,418,334,552
ptf-267-_jpg.rf.6ada49df951822db31cc50769fdf1666.jpg,640,640,Class 2- incomplete endodontic treatment,305,370,506,490
ptf-267-_jpg.rf.6ada49df951822db31cc50769fdf1666.jpg,640,640,Class 1- complete endodontic treatment,289,193,525,316
ptf-267-_jpg.rf.6ada49df951822db31cc50769fdf1666.jpg,640,640,Class 2- incomplete endodontic treatment,296,281,488,369
ptf-204-_jpg.rf.6320b21256187219c377e968ff0acf93.jpg,640,640,Class 0- No endodontic treatment,84,37,485,618
ptf-391-_jpg.rf.6b505dfbd0c67564c7ceb8ca8afffe0b.jpg,640,640,Class 1- complete endodontic treatment,42,73,611,412
ptf-391-_jpg.rf.6b505dfbd0c67564c7ceb8ca8afffe0b.jpg,640,640,cavity,57,218,589,608
ptf-48-_jpg.rf.72e5aecd8cb2f63bd386ca3bd5477544.jpg,640,640,cavity,84,30,537,621
ptf-132-_jpg.rf.6dbe3224849117e5a0922cb3846ea3aa.jpg,640,640,Class 2- incomplete endodontic treatment,337,231,459,555
ptf-132-_jpg.rf.6dbe3224849117e5a0922cb3846ea3aa.jpg,640,640,Class 2- incomplete endodontic treatment,444,210,578,576
ptf-132-_jpg.rf.6dbe3224849117e5a0922cb3846ea3aa.jpg,640,640,cavity,57,155,227,596
ptf-132-_jpg.rf.6dbe3224849117e5a0922cb3846ea3aa.jpg,640,640,Class 2- incomplete endodontic treatment,201,221,339,572
ptf-346-_jpg.rf.694e3b0474f6ea6100c4293a94600eb9.jpg,640,640,Class 1- complete endodontic treatment,151,22,549,552
ptf-367-_jpg.rf.77d1085321b4b6f4b6ebdf9c9018d54c.jpg,640,640,Class 2- incomplete endodontic treatment,114,74,611,467
ptf-303-_jpg.rf.79488d7c1faabe11eb82552962e53a1c.jpg,640,640,cavity,145,259,302,319
ptf-303-_jpg.rf.79488d7c1faabe11eb82552962e53a1c.jpg,640,640,Class 1- complete endodontic treatment,124,297,293,391
ptf-303-_jpg.rf.79488d7c1faabe11eb82552962e53a1c.jpg,640,640,Class 1- complete endodontic treatment,87,366,236,447
ptf-303-_jpg.rf.79488d7c1faabe11eb82552962e53a1c.jpg,640,640,Class 2- incomplete endodontic treatment,146,522,377,614
ptf-303-_jpg.rf.79488d7c1faabe11eb82552962e53a1c.jpg,640,640,Class 1- complete endodontic treatment,179,462,387,576
ptf-303-_jpg.rf.79488d7c1faabe11eb82552962e53a1c.jpg,640,640,Class 2- incomplete endodontic treatment,284,46,467,182
ptf-172-_jpg.rf.7d0e968933689cc66371950ad9229227.jpg,640,640,Class 0- No endodontic treatment,148,71,429,581
ptf-172-_jpg.rf.7d0e968933689cc66371950ad9229227.jpg,640,640,Class 0- No endodontic treatment,405,36,612,606
